Weight(kg),t1,t2,t3,t4,t5,t6,c1,c2,c3,c4,c5,c6,ht1,ht2,ht3,ht4,hs1,hs2,hs3,hs4,hi1,hi2,hi3,hi4,expected_glucose,t-1,t-2,rtg0,rtg1,rtg2,rf0,liver0,liver1,liver2,peripheral0,peripheral1,peripheral2,par10,par11,par12,par13,par20,par21,par22,par23,par24,par25,par26,par27,par28,par29,par210,par211
0.2564102564102564,0.20689655172413793,0.11971830985915492,0.9,0.8333333333333334,0.8,0.8785714285714286,0.38461538461538464,0.2857142857142857,0.42857142857142855,0.125,0.2,0.0,0.21212121212121213,0.7058823529411765,1.0,0.7297297297297297,0.12,0.26666666666666666,0.0,0,0.5,0.0,0.9,0.0,11.4329749371293,0.5101270905549448,0.5101270905549448,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2564102564102564,0.20689655172413793,0.11971830985915492,0.9,0.8333333333333334,0.8,0.8785714285714286,0.38461538461538464,0.2857142857142857,0.42857142857142855,0.125,0.2,0.0,0.21212121212121213,0.7058823529411765,1.0,0.7297297297297297,0.12,0.26666666666666666,0.0,0,0.5,0.0,0.9,0.0,11.253553031715901,0.501051056395589,0.5101270905549448,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2564102564102564,0.20689655172413793,0.11971830985915492,0.9,0.8333333333333334,0.8,0.8785714285714286,0.38461538461538464,0.2857142857142857,0.42857142857142855,0.125,0.2,0.0,0.21212121212121213,0.7058823529411765,1.0,0.7297297297297297,0.12,0.26666666666666666,0.0,0,0.5,0.0,0.9,0.0,11.0799703751078,0.4923058276438587,0.501051056395589,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2564102564102564,0.20689655172413793,0.11971830985915492,0.9,0.8333333333333334,0.8,0.8785714285714286,0.38461538461538464,0.2857142857142857,0.42857142857142855,0.125,0.2,0.0,0.21212121212121213,0.7058823529411765,1.0,0.7297297297297297,0.12,0.26666666666666666,0.0,0,0.5,0.0,0.9,0.0,10.911981698508999,0.48384521055324614,0.4923058276438587,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2564102564102564,0.20689655172413793,0.11971830985915492,0.9,0.8333333333333334,0.8,0.8785714285714286,0.38461538461538464,0.2857142857142857,0.42857142857142855,0.125,0.2,0.0,0.21212121212121213,0.7058823529411765,1.0,0.7297297297297297,0.12,0.26666666666666666,0.0,0,0.5,0.0,0.9,0.0,10.7498207632161,0.47565725044228835,0.48384521055324614,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2564102564102564,0.20689655172413793,0.11971830985915492,0.9,0.8333333333333334,0.8,0.8785714285714286,0.38461538461538464,0.2857142857142857,0.42857142857142855,0.125,0.2,0.0,0.21212121212121213,0.7058823529411765,1.0,0.7297297297297297,0.12,0.26666666666666666,0.0,0,0.5,0.0,0.9,0.0,10.594025864242699,0.4677533411037744,0.47565725044228835,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2564102564102564,0.20689655172413793,0.11971830985915492,0.9,0.8333333333333334,0.8,0.8785714285714286,0.38461538461538464,0.2857142857142857,0.42857142857142855,0.125,0.2,0.0,0.21212121212121213,0.7058823529411765,1.0,0.7297297297297297,0.12,0.26666666666666666,0.0,0,0.5,0.0,0.9,0.0,10.4453043392989,0.46015971965194613,0.4677533411037744,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2564102564102564,0.20689655172413793,0.11971830985915492,0.9,0.8333333333333334,0.8,0.8785714285714286,0.38461538461538464,0.2857142857142857,0.42857142857142855,0.125,0.2,0.0,0.21212121212121213,0.7058823529411765,1.0,0.7297297297297297,0.12,0.26666666666666666,0.0,0,0.5,0.0,0.9,0.0,10.3044286976125,0.4529108625352914,0.46015971965194613,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2564102564102564,0.20689655172413793,0.11971830985915492,0.9,0.8333333333333334,0.8,0.8785714285714286,0.38461538461538464,0.2857142857142857,0.42857142857142855,0.125,0.2,0.0,0.21212121212121213,0.7058823529411765,1.0,0.7297297297297297,0.12,0.26666666666666666,0.0,0,0.5,0.0,0.9,0.0,10.1721587313277,0.4460444227365624,0.4529108625352914,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2564102564102564,0.20689655172413793,0.11971830985915492,0.9,0.8333333333333334,0.8,0.8785714285714286,0.38461538461538464,0.2857142857142857,0.42857142857142855,0.125,0.2,0.0,0.21212121212121213,0.7058823529411765,1.0,0.7297297297297297,0.12,0.26666666666666666,0.0,0,0.5,0.0,0.9,0.0,10.0491851436999,0.43959743339332114,0.4460444227365624,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
