Weight(kg),t1,t2,t3,t4,t5,t6,c1,c2,c3,c4,c5,c6,ht1,ht2,ht3,ht4,hs1,hs2,hs3,hs4,hi1,hi2,hi3,hi4,expected_glucose,t-1,t-2,t-3,rtg0,rtg1,rtg2,rf0,liver0,liver1,liver2,peripheral0,peripheral1,peripheral2
70,800,1000,1200,1550,1800,2230,30,20,40,10,30,0,745,1730,2230,2200,3,4,0,0,12,0,18,0,17.1860293418403,17.6119336587631,17.8921631226228,17.9424102103221,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
70,800,1000,1200,1550,1800,2230,30,20,40,10,30,0,745,1730,2230,2200,3,4,0,0,12,0,18,0,16.6759575222316,17.1860293418403,17.6119336587631,17.8921631226228,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
70,800,1000,1200,1550,1800,2230,30,20,40,10,30,0,745,1730,2230,2200,3,4,0,0,12,0,18,0,16.1260601871576,16.6759575222316,17.1860293418403,17.6119336587631,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
70,800,1000,1200,1550,1800,2230,30,20,40,10,30,0,745,1730,2230,2200,3,4,0,0,12,0,18,0,15.567737518824599,16.1260601871576,16.6759575222316,17.1860293418403,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
70,800,1000,1200,1550,1800,2230,30,20,40,10,30,0,745,1730,2230,2200,3,4,0,0,12,0,18,0,15.1569671529774,15.567737518824599,16.1260601871576,16.6759575222316,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
70,800,1000,1200,1550,1800,2230,30,20,40,10,30,0,745,1730,2230,2200,3,4,0,0,12,0,18,0,15.0789387104581,15.1569671529774,15.567737518824599,16.1260601871576,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
70,800,1000,1200,1550,1800,2230,30,20,40,10,30,0,745,1730,2230,2200,3,4,0,0,12,0,18,0,15.1446568869977,15.0789387104581,15.1569671529774,15.567737518824599,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
70,800,1000,1200,1550,1800,2230,30,20,40,10,30,0,745,1730,2230,2200,3,4,0,0,12,0,18,0,15.0879229552872,15.1446568869977,15.0789387104581,15.1569671529774,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
70,800,1000,1200,1550,1800,2230,30,20,40,10,30,0,745,1730,2230,2200,3,4,0,0,12,0,18,0,14.905741574721501,15.0879229552872,15.1446568869977,15.0789387104581,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
70,800,1000,1200,1550,1800,2230,30,20,40,10,30,0,745,1730,2230,2200,3,4,0,0,12,0,18,0,14.6461145745406,14.905741574721501,15.0879229552872,15.1446568869977,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
70,800,1000,1200,1550,1800,2230,30,20,40,10,30,0,745,1730,2230,2200,3,4,0,0,12,0,18,0,14.3437434460069,14.6461145745406,14.905741574721501,15.0879229552872,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
70,800,1000,1200,1550,1800,2230,30,20,40,10,30,0,745,1730,2230,2200,3,4,0,0,12,0,18,0,14.0162054285576,14.3437434460069,14.6461145745406,14.905741574721501,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
70,800,1000,1200,1550,1800,2230,30,20,40,10,30,0,745,1730,2230,2200,3,4,0,0,12,0,18,0,13.674432000401499,14.0162054285576,14.3437434460069,14.6461145745406,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
70,800,1000,1200,1550,1800,2230,30,20,40,10,30,0,745,1730,2230,2200,3,4,0,0,12,0,18,0,13.3880282409128,13.674432000401499,14.0162054285576,14.3437434460069,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
70,800,1000,1200,1550,1800,2230,30,20,40,10,30,0,745,1730,2230,2200,3,4,0,0,12,0,18,0,13.399912677249,13.3880282409128,13.674432000401499,14.0162054285576,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
70,800,1000,1200,1550,1800,2230,30,20,40,10,30,0,745,1730,2230,2200,3,4,0,0,12,0,18,0,13.6777767486656,13.399912677249,13.3880282409128,13.674432000401499,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
70,800,1000,1200,1550,1800,2230,30,20,40,10,30,0,745,1730,2230,2200,3,4,0,0,12,0,18,0,14.128583205373301,13.6777767486656,13.399912677249,13.3880282409128,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
70,800,1000,1200,1550,1800,2230,30,20,40,10,30,0,745,1730,2230,2200,3,4,0,0,12,0,18,0,14.6902258154267,14.128583205373301,13.6777767486656,13.399912677249,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
70,800,1000,1200,1550,1800,2230,30,20,40,10,30,0,745,1730,2230,2200,3,4,0,0,12,0,18,0,15.2895930257862,14.6902258154267,14.128583205373301,13.6777767486656,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
70,800,1000,1200,1550,1800,2230,30,20,40,10,30,0,745,1730,2230,2200,3,4,0,0,12,0,18,0,15.701035765141599,15.2895930257862,14.6902258154267,14.128583205373301,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
70,800,1000,1200,1550,1800,2230,30,20,40,10,30,0,745,1730,2230,2200,3,4,0,0,12,0,18,0,15.801498886993699,15.701035765141599,15.2895930257862,14.6902258154267,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
70,800,1000,1200,1550,1800,2230,30,20,40,10,30,0,745,1730,2230,2200,3,4,0,0,12,0,18,0,15.6850977533485,15.801498886993699,15.701035765141599,15.2895930257862,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
70,800,1000,1200,1550,1800,2230,30,20,40,10,30,0,745,1730,2230,2200,3,4,0,0,12,0,18,0,15.433512757209,15.6850977533485,15.801498886993699,15.701035765141599,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
70,800,1000,1200,1550,1800,2230,30,20,40,10,30,0,745,1730,2230,2200,3,4,0,0,12,0,18,0,15.1046153467869,15.433512757209,15.6850977533485,15.801498886993699,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
70,800,1000,1200,1550,1800,2230,30,20,40,10,30,0,745,1730,2230,2200,3,4,0,0,12,0,18,0,14.738760274548,15.1046153467869,15.433512757209,15.6850977533485,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
70,800,1000,1200,1550,1800,2230,30,20,40,10,30,0,745,1730,2230,2200,3,4,0,0,12,0,18,0,14.3634768178695,14.738760274548,15.1046153467869,15.433512757209,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
70,800,1000,1200,1550,1800,2230,30,20,40,10,30,0,745,1730,2230,2200,3,4,0,0,12,0,18,0,13.996969051117404,14.3634768178695,14.738760274548,15.1046153467869,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
70,800,1000,1200,1550,1800,2230,30,20,40,10,30,0,745,1730,2230,2200,3,4,0,0,12,0,18,0,13.650722077088,13.996969051117404,14.3634768178695,14.738760274548,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
70,800,1000,1200,1550,1800,2230,30,20,40,10,30,0,745,1730,2230,2200,3,4,0,0,12,0,18,0,13.328820557360899,13.650722077088,13.996969051117404,14.3634768178695,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
70,800,1000,1200,1550,1800,2230,30,20,40,10,30,0,745,1730,2230,2200,3,4,0,0,12,0,18,0,13.038157387699098,13.328820557360899,13.650722077088,13.996969051117404,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
70,800,1000,1200,1550,1800,2230,30,20,40,10,30,0,745,1730,2230,2200,3,4,0,0,12,0,18,0,12.7795200417386,13.038157387699098,13.328820557360899,13.650722077088,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
70,800,1000,1200,1550,1800,2230,30,20,40,10,30,0,745,1730,2230,2200,3,4,0,0,12,0,18,0,12.5521097442794,12.7795200417386,13.038157387699098,13.328820557360899,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
70,800,1000,1200,1550,1800,2230,30,20,40,10,30,0,745,1730,2230,2200,3,4,0,0,12,0,18,0,12.3463221127878,12.5521097442794,12.7795200417386,13.038157387699098,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
70,800,1000,1200,1550,1800,2230,30,20,40,10,30,0,745,1730,2230,2200,3,4,0,0,12,0,18,0,12.154699200906999,12.3463221127878,12.5521097442794,12.7795200417386,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
70,800,1000,1200,1550,1800,2230,30,20,40,10,30,0,745,1730,2230,2200,3,4,0,0,12,0,18,0,11.971772269633,12.154699200906999,12.3463221127878,12.5521097442794,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
70,800,1000,1200,1550,1800,2230,30,20,40,10,30,0,745,1730,2230,2200,3,4,0,0,12,0,18,0,11.793963222891099,11.971772269633,12.154699200906999,12.3463221127878,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
68,730,1000,1200,1600,1900,2200,30,20,50,20,40,20,700,1130,1830,2300,6,4,3,0,0,4,0,6,14.599784657607698,14.958299894832999,15.2114268713244,15.2114268713244,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
68,730,1000,1200,1600,1900,2200,30,20,50,20,40,20,700,1130,1830,2300,6,4,3,0,0,4,0,6,14.1698280787512,14.599784657607698,14.958299894832999,15.2114268713244,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
68,730,1000,1200,1600,1900,2200,30,20,50,20,40,20,700,1130,1830,2300,6,4,3,0,0,4,0,6,13.695881484735699,14.1698280787512,14.599784657607698,14.958299894832999,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
68,730,1000,1200,1600,1900,2200,30,20,50,20,40,20,700,1130,1830,2300,6,4,3,0,0,4,0,6,13.175328042013302,13.695881484735699,14.1698280787512,14.599784657607698,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
68,730,1000,1200,1600,1900,2200,30,20,50,20,40,20,700,1130,1830,2300,6,4,3,0,0,4,0,6,12.649849181467301,13.175328042013302,13.695881484735699,14.1698280787512,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
68,730,1000,1200,1600,1900,2200,30,20,50,20,40,20,700,1130,1830,2300,6,4,3,0,0,4,0,6,12.120566864298501,12.649849181467301,13.175328042013302,13.695881484735699,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
68,730,1000,1200,1600,1900,2200,30,20,50,20,40,20,700,1130,1830,2300,6,4,3,0,0,4,0,6,11.6035007264569,12.120566864298501,12.649849181467301,13.175328042013302,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
68,730,1000,1200,1600,1900,2200,30,20,50,20,40,20,700,1130,1830,2300,6,4,3,0,0,4,0,6,11.111919806975699,11.6035007264569,12.120566864298501,12.649849181467301,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
68,730,1000,1200,1600,1900,2200,30,20,50,20,40,20,700,1130,1830,2300,6,4,3,0,0,4,0,6,10.656360443388301,11.111919806975699,11.6035007264569,12.120566864298501,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
68,730,1000,1200,1600,1900,2200,30,20,50,20,40,20,700,1130,1830,2300,6,4,3,0,0,4,0,6,10.210257572064402,10.656360443388301,11.111919806975699,11.6035007264569,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
