patient0,patient1,patient2,patient3,patient4,patient5,patient6,patient7,patient8,patient9,patient10,patient11,patient12,patient13,patient14,patient15,patient16,patient17,patient18,patient19,patient20,patient21,patient22,patient23,patient24,patient25,patient26,patient27,patient28,patient29,patient30,patient31,patient32,patient33,patient34,patient35,patient36,patient37,patient38,patient39
0.24813466180468252,0.10648505709977522,0.06773941411288104,-0.06120789292388745,0.0266109017621876,0.24801547030051768,0.18164907500886013,-0.049874095662495635,-0.04086652673925512,0.1160412646670463,-0.24678793239616706,-0.15083719685875938,0.08216829504962053,0.1428103672633544,0.1428103672633544,0.29843372045583927,-0.00021150128222796784,0.21166601286040512,-0.17867670287870424,0.2087655610281239,-0.3500673131437485,0.3046676508714388,-0.45639818671510285,0.128158987504468,-0.08426842852560026,0.32791948570745927,0.05685859387315936,0.07306887202939641,-0.26593763314486973,0.035209228248136853,0.021156635096035742,0.29181404402694594,0.09940635665042039,0.040672463832519185,0.22915535701938286,0.20502057207513358,0.1324683767238192,-0.3920317559690424,0.30039871931117546,0.19790177744176987
0.20248126238272254,0.07869323500770857,0.008329070241486424,-0.03288127307520982,-0.004179913582371989,0.2058699232205877,0.18714975406540776,-0.020935901709557277,-0.055017901008576245,0.09031647245170236,-0.30198488974931925,-0.18636940923154288,0.056648357586517074,0.10117872778231816,0.10117872778231816,0.27123388585742036,0.017468894224903248,0.19573110253187218,-0.18036334586632524,0.17115828401435398,-0.34267916694508216,0.30628831813590984,-0.5052199535113856,0.09748545276233529,-0.09475476300651438,0.2924403011499607,0.004876246846870637,0.039298546905027563,-0.2790452953710043,0.007030519649368853,-0.04269440302672593,0.2851152360316022,0.07095582924404971,0.018061623692674705,0.2327242900270096,0.1666016647055412,0.10405791809965764,-0.4239369031220866,0.274721790411241,0.16671887005464348
0.15367984610685942,0.04879339648893497,-0.052064731794313285,-0.011570971588579126,-0.03281203757120659,0.16273420222692472,0.18555777921423233,0.012064070014703063,-0.068156063194104,0.05973087271359186,-0.35148098064687316,-0.21479355100021474,0.032218514150725824,0.042807299306900706,0.042807299306900706,0.2432420995624192,0.04093807546462425,0.17609580424377524,-0.1788208507790751,0.13471337360819538,-0.329046782071548,0.27415962776998165,-0.5463709775328864,0.06800150313763534,-0.11005188646667984,0.24773576593005722,-0.04412411378480113,0.004926350731037621,-0.30585262110990746,-0.020305797217092802,-0.11007250724092862,0.2533568537453142,0.046799083289560804,-0.0052460558190628274,0.23059145755482566,0.1299175079675444,0.077499587177525,-0.44896085109830786,0.241890051225851,0.13539838436370855
0.10224672504131138,0.015488675137944115,-0.11103944808507098,-0.0008280446040778753,-0.06113809801474898,0.11917014427079527,0.1705361646408949,0.04663371380905083,-0.0839065659257019,0.025383753748401978,-0.3949167655408206,-0.23534931265274336,0.007684380735846172,-0.023471680288698598,-0.023471680288698598,0.21267043723226642,0.06797958076788398,0.15280974578759537,-0.17782663480254146,0.09944789826768473,-0.3101533420205619,0.21417786239157505,-0.5786680531372641,0.04333864002175813,-0.12728638234249498,0.19657071534253298,-0.09069890491204294,-0.028640225217656717,-0.34135197543987517,-0.04636460232196885,-0.17750118880041774,0.20083524241883802,0.026696947430305124,-0.03063108784138265,0.21958547644446808,0.09429018408802115,0.05234101121517797,-0.4673283463975009,0.20312579634001826,0.10331818936835273
0.04948707939688015,-0.022073405414091495,-0.16636628918956894,-0.0015062347089258108,-0.09052187407233594,0.07529088405507443,0.13746062209202836,0.07999184894856606,-0.10513745182916422,-0.011101350865422958,-0.43219935185205016,-0.2476318659780498,-0.017464162069250295,-0.08851489590364156,-0.08851489590364156,0.17820343698210236,0.09582648098552109,0.12647640683892228,-0.18078122433098484,0.06537639499797496,-0.2872516595126249,0.1360092247080243,-0.6009287753752545,0.02587257581519502,-0.14277597745630785,0.14236117105353446,-0.13548280864035553,-0.05978145901525446,-0.37861639048401424,-0.07073936288093441,-0.24095753969959488,0.1346640686818217,0.010134933467599803,-0.05926004246864684,0.19736802348744703,0.05917185973420288,0.02908589521004006,-0.47795018105873377,0.16030951199826018,0.0701384755267871
-0.0032168969725260513,-0.06352102519568724,-0.2164426284847218,-0.01184737070530588,-0.12080560324960864,0.030894011541173324,0.08764983484907495,0.10950045687647046,-0.1319456074076266,-0.04769402869950437,-0.46329140990719986,-0.2518614324672153,-0.04277192265118357,-0.1442596794962055,-0.1442596794962055,0.13970699134864095,0.12161541506164522,0.09744434801979673,-0.1875540786658684,0.03243419715588715,-0.2619383512239705,0.0491041554704055,-0.6125221381365495,0.016248742171195468,-0.15334456065691832,0.08869454110768733,-0.17838965998739414,-0.08734128343770084,-0.4120936127134771,-0.09297431710657576,-0.29724051413633434,0.062122254727402355,-0.0034474477820935923,-0.09149868635479406,0.16317662521151594,0.024964780446949875,0.008726726567636527,-0.4793837159966507,0.11562983255459114,0.03592061102399384
-0.05447301812540926,-0.10782113483725089,-0.26097306002530346,-0.029835692421839047,-0.1504097836132102,-0.014169072527513652,0.028712411696315707,0.1330329908300514,-0.16197604227055903,-0.08240948723745983,-0.4885303129288533,-0.2488507610580261,-0.06780186411563928,-0.18619311393901003,-0.18619311393901003,0.09820356043019322,0.14258916743380687,0.06586602626995658,-0.19499337519220228,0.0006653747116413148,-0.23549465978079198,-0.03823452365415171,-0.6120704990130476,0.012945760126738775,-0.15686082460478107,0.038323376665541184,-0.21827724303644216,-0.11081571723223824,-0.43782831062997174,-0.11213014273866043,-0.3434364329630382,-0.010263745168356181,-0.014162511780936188,-0.12700224537905655,0.11780904907972016,-0.00811969908237035,-0.00791797097530224,-0.47054010071976593,0.07123707189615935,0.0007941429769403378
-0.10310573928302041,-0.15296741004836342,-0.30068759594346184,-0.05019870149464739,-0.17638470371796716,-0.05959060695806651,-0.03457753664374345,0.1490361816042573,-0.19028959583963037,-0.11383730917510983,-0.5080200081235255,-0.2399353608304311,-0.0933911938284686,-0.21215600911311094,-0.21215600911311094,0.055801782149465434,0.15626874633588844,0.03211741668509367,-0.19722188827585585,-0.03003036022757788,-0.20891521958783543,-0.1191957393948106,-0.5981975241103069,0.013104301637287088,-0.1527189563444157,-0.006281473370652383,-0.25356139802796407,-0.13013945286619957,-0.4530035317059599,-0.12658593371819923,-0.3779636211828963,-0.077141667663453,-0.02193949871508014,-0.16378636541841352,0.06417044748387778,-0.0410675893911508,-0.021185093469415082,-0.4512139398727245,0.028933949750795798,-0.03515988784765059
-0.1482692016062578,-0.1962034449863247,-0.3365970469294977,-0.06775174274518905,-0.19529049660718692,-0.10446986875382971,-0.09547652300035966,0.1563777255451981,-0.21067946171816448,-0.1413612421804968,-0.5219734556969826,-0.22682392023970718,-0.1210172723020568,-0.22129719299805944,-0.22129719299805944,0.015085405924406966,0.1606219478183118,-0.0032053754152246497,-0.1875533202981015,-0.05948130974173307,-0.18308863397587347,-0.18870596686271582,-0.5703865159704472,0.013028609058321788,-0.14186887063010503,-0.0436200875072447,-0.2835535823499971,-0.145971972352887,-0.45587852296429876,-0.13512956428892936,-0.4006053402840978,-0.13449666112745776,-0.026542275924958943,-0.20107292718065453,0.004007400041013978,-0.07549767910040633,-0.03299486999879086,-0.4224075578977318,-0.009880458827153061,-0.07183034613725423
-0.18947622055065233,-0.2359048351130914,-0.3689553429188437,-0.0793611145982308,-0.20523215226918118,-0.1474481111578583,-0.14908879342584477,0.1544149461565846,-0.2194320380732232,-0.16502953086987823,-0.5303789264870029,-0.21136961974726565,-0.15167478966642198,-0.21370352819961255,-0.21370352819961255,-0.022197518153974773,0.15416973291243913,-0.03932005787078886,-0.1610269988512061,-0.08754465459236588,-0.1590147933845596,-0.24322361682640062,-0.5297880543107432,0.009173084929931987,-0.1259915842452421,-0.0729069322473859,-0.30882588959213425,-0.15963770689002868,-0.44553796592594624,-0.13884982830735756,-0.41231355848953977,-0.1795065082155901,-0.028067609478150214,-0.23725190551770955,-0.060222792301820184,-0.1124413422614022,-0.04469301201953701,-0.38645264591392464,-0.04414186571143947,-0.10854503253180689
-0.22670813009336438,-0.27220388712021515,-0.39724678353357834,-0.08501876653824142,-0.20662808244386327,-0.18694770297929322,-0.18862809462287863,0.14167488324593652,-0.21675754440750356,-0.1851547173179,-0.5334321007099763,-0.19540722354098786,-0.18524537596168025,-0.19033152884453272,-0.19033152884453272,-0.05568086153640175,0.13589226891947742,-0.07508071399575837,-0.11821562175945237,-0.11365703218884879,-0.13595038962042183,-0.28039387021698486,-0.47911583501139376,-0.0003369150319193875,-0.10641068499905937,-0.09389821785405637,-0.3305029914680189,-0.17262714369663393,-0.4216612686885502,-0.1399108884168795,-0.41484981379387376,-0.21031614133989757,-0.027185237777296103,-0.2722655773472544,-0.12654481023278652,-0.1513745308563916,-0.05634265148252088,-0.34683556860994075,-0.07321749504337546,-0.143926963190813
-0.260358594803198,-0.3059945404478414,-0.42081956329997405,-0.08759844165962423,-0.20151850556619635,-0.2213950150587345,-0.21239471131406468,0.11574112324566355,-0.2053908072534689,-0.20122104788275064,-0.531495148977833,-0.18050223527614356,-0.2206458302740271,-0.15304964218239425,-0.15304964218239425,-0.08604031090985415,0.1045313631122983,-0.10884176305255147,-0.0656077542593467,-0.1376143572894324,-0.11490793805145166,-0.2987967673462039,-0.4215694648735926,-0.014896821478087487,-0.08347300117792572,-0.10654671734286619,-0.3494672138257444,-0.1861445370636418,-0.38441036379845267,-0.14011759324019205,-0.4102033502839622,-0.22587034359635702,-0.0251640699283735,-0.3068566894536093,-0.19333430056978343,-0.19035192494192293,-0.06643972915226981,-0.3072425381896601,-0.09696098738813864,-0.17637431765417486
-0.2905300780318792,-0.33799767942770653,-0.43931591628359934,-0.08305952221350098,-0.1930005287321684,-0.24954277169178646,-0.2234712787494719,0.07704739562276122,-0.18903119782685213,-0.2118747861047051,-0.5249233918570354,-0.16788294582083207,-0.2561777784286726,-0.10478478097690097,-0.10478478097690097,-0.11471878896178883,0.06057803203116177,-0.13883991015969033,-0.012287743460591668,-0.1586614992394827,-0.09616564215076849,-0.29779653083361884,-0.3597701022383946,-0.0320356058584925,-0.056979230477604136,-0.11154348624075656,-0.3658859709357176,-0.20098139505212145,-0.3342566788608137,-0.14016716460065382,-0.4004912800871675,-0.2258111496760815,-0.023404686774643146,-0.341863262739476,-0.2580315988878923,-0.22671581285826223,-0.07291836747854026,-0.2701926510619034,-0.11566905558621321,-0.20580135807253333
-0.31687762351983306,-0.36663410420546405,-0.4524166287313682,-0.08263153298346229,-0.1840229899803138,-0.27099604143966255,-0.22715750501885082,0.027276914384159013,-0.17038964066502246,-0.2185027665771344,-0.5141911672346936,-0.15844502444342312,-0.2895365385615702,-0.04972426056514747,-0.04972426056514747,-0.14323180889234982,0.0059680076016460195,-0.16456721277051126,0.03353172505389676,-0.17667226467151279,-0.08013789908287874,-0.27751066082105674,-0.29588957044683334,-0.04909160166582569,-0.027040985371042645,-0.11124438667381475,-0.3790918326702481,-0.21744981139226585,-0.2720228451040855,-0.13996926197066717,-0.3877940252160043,-0.21043717430157138,-0.022863044648363338,-0.37649768290355423,-0.31722539193824106,-0.2577729644300332,-0.07475835301096605,-0.2360763605730494,-0.1299593334744558,-0.2330774713999937
-0.33920066770204993,-0.3909122597615617,-0.45980175872042156,-0.08514932719417215,-0.17767567679220173,-0.28647445876853395,-0.2205129899237118,-0.030355414835242654,-0.1529509684134258,-0.22575904615629558,-0.499699101878074,-0.1528250435333687,-0.3188883973744322,0.006623745633549419,0.006623745633549419,-0.17324549186626517,-0.05633217960535597,-0.18645630165014873,0.06445741267433769,-0.1922921644874173,-0.06663060866915343,-0.2390069338751204,-0.23242176050811883,-0.06455937081149701,0.005808010376070558,-0.10906051762972536,-0.38785534794128224,-0.23570075946863317,-0.19920515851244916,-0.13880586463583647,-0.3735713416041687,-0.18080158816403427,-0.02402360910963451,-0.4090386693930758,-0.3677614789167776,-0.28237118483927576,-0.07215750221660176,-0.20321921002249344,-0.14062108708246687,-0.2580659695382899
-0.35741370034787845,-0.4102537623806506,-0.46131214894004147,-0.10055346742129093,-0.17609799898963613,-0.2972703651000229,-0.20747676367696244,-0.09246352623834879,-0.1389213054881451,-0.23595211234463812,-0.4816371193167965,-0.15118465324728472,-0.3460000734605033,0.05782073218146786,0.05782073218146786,-0.2058585175160517,-0.12247941791459094,-0.2037598130879131,0.07688306897445556,-0.205176151445976,-0.05585122627496879,-0.18367905254087394,-0.17230356239706449,-0.07785671530744777,0.04035253031918214,-0.10824550070163858,-0.39106632516022705,-0.2554920484955862,-0.11719803491680034,-0.1360582376754409,-0.3588787066275052,-0.13844490598382375,-0.02722479373892154,-0.4382739811037344,-0.4067271223554754,-0.3027515997928004,-0.06643149588154172,-0.16917373805793573,-0.14861187387941796,-0.28091168115719417
